Puppis,1
Purus,1
Putare,1
Quacumque,1
Quae,1
Quaedam,1
Quaeque,1
Quaerere,1
Qualis,1
Quam,1
Quamquam,1
Quando,1
Quando,1
Quantus,1
Quare,1
-que,1
Qui,1
Quid,1
Quidam,1
Quidquam,1
Quidque,1
Quidquid,1
Quies,1
Quiescere,1
Quis,1
Quis,1
Quisquam,1
Quisque,1
Quisquis,1
Quisquis,1
Quo,1
Quod,1
Quod,1
Quoddam,1
Quomodo,1
Quondam,1
Quoque,1
Quot,1
Rapere,1
Ratio,1
Recipere,1
Recordari,1
Recurrere,1
Reddere,1
Redire,1
Reducere,1
Regere,1
Regia,1
Regina,1
Relinquere,1
Remedium,1
Remunerari,1
Requirere,1
Reri,1
Res,1
Resistere,1
Retinere,1
Reus,1
Revocare,1
Rex,1
Ridere,1
Rigidus,1
Risus,1
Rogare,1
Romanus,1
Rosa,1
Rubere,1
Ruere,1
Rumor,1
Rumpere,1
Sacrificium,1
Saeculum,1
Saepe,1
Salire,1
Saltare,1
Salus,1
Salvus,1
Sancire,1
Sanguis,1
Sanus,1
Sapiens,1
Sapienter,1
Sapientia,1
Satis,1
Saucius,1
Saviari,1
Saxum,1
Scelestus,1
Scelus,1
Scilicet,1
Scire,1
Scribere,1
Scriptor,1
Se,1
Sed,1
Sedere,1
Semel,1
Semper,1
Senator,1
Senatus,1
Senex,1
Sententia,1
Sentire,1
Sepulchrum,1
Sequi,1
Sero,1
Serpens,1
Serva,1
Servare,1
Servus,1
Severus,1
Si,1
Sic,1
Siccare,1
Sicut,1
Signum,1
Silva,1
Simul,1
Sincere,1
Sine,1
Sinere,1
Sinister,1
Sinistra,1
Sive,1
Sol,1
Solere,1
Solus,1
Solvere,1
Somnium,1
Soror,1
Spatiosus,1
Species,1
Spectare,1
Sperare,1
Spes,1
Spiritus,1
Stare,1
Statim,1
Statua,1
Studere,1
Studium,1
Stultus,1
Sub,1
Subire,1
Subito,1
Succurrere,1
Sumere,1
Summus,1
Super,1
Superare,1
Superesse,1
Supplicare,1
Suus,1
Tabula,1
Tacere,1
Talis,1
Tam,1
Tamen,1
Tamen,1
Taurus,1
Tegere,1
Tempestas,1
Templum,1
Temptare,1
Tempus,1
Tendere,1
Tenebrae,1
Tenebricosus,1
Tenere,1
Tenuis,1
Ter,1
Tergum,1
Territus,1
Timere,1
Timidus,1
Timor,1
Toga,1
Tollere,1
Tot,1
Totus,1
Tradere,1
Trahere,1
Trans,1
Tristis,1
Tu,1
Tum,1
Tum,1
Tunica,1
Turbare,1
Tuus,1
Tyrannus,1
Ubi,1
Ubique,1
Ullus,1
Ultimus,1
Umbra,1
Umquam,1
Unde,1
Undique,1
Universus,1
Urere,1
Usque,1
Ut,1
Uter,1
Uti,1
Utrum,1
Uxor,1
Vagari,1
Valde,1
Valere,1
-ve,1
Vehemens,1
